campaign,campaign_id,shop,category,cat_src,name,price,rate,aff,product_id,image,start,end,live
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,LASIEM 本革キーケース　キーリング　 L字 ファスナー,"3,280円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY1rm4b,1733767755923031536,product-images/1733767755923031536.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,＼印鑑も入る／【楽天1位】LASIEM 通帳ケース 磁気 防止 おしゃれ じゃばら カード 収納 マルチケース レザー スキミング防止 大容量 薄い 通帳入れ お薬手帳 パスポートケース 母子手帳 保険証 カードケース ブランド 保護 ケース ファスナー かわいい クレジット,"2,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKkOUNO,1733767803531396592,product-images/1733767803531396592.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,ボディバッグ ショルダーバッグ メンズ レディース 本革 メッセンジャーバッグ サコッシュ 革 レザー 小さい コンパクト 斜めがけ 斜め掛け 肩かけ 肩掛け 牛革 フラップ シンプル おしゃれ オシャレ ブランド 父の日 プレゼント 旅行 通勤 クリスマス,"12,800円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8IrvqrGqW,1733780156400305648,product-images/1733780156400305648.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,＼本革 シンプル／【楽天1位】スマホショルダー レディース 本革 メンズ スマホポシェット サコッシュ スマホ スマホポーチ 父の日 スクエア ショルダー バッグ ミニショルダー 斜めがけ レディース 縦型 携帯 ポーチ スマホ 財布 おしゃれ 大人 ブランド スマホケース,"5,990円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY290JQ,1733780156558444016,product-images/1733780156558444016.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,キーケース レディース スマートキーケース スマートキー カードキーケース 革 本革 牛革 レザー 小銭入れ カード かわいい コンパクト キーケースレディース 車 家 免許証 パスケース ICカード 定期入れ 通勤 通学 鍵 小さい マルチケース,"3,480円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKkfO2R,1733780162596013552,product-images/1733780162596013552.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,フラグメントケース ミニ財布 小さい財布 レディース 小銭入れ付き 本革 カードケース 薄型 薄い コンパクト コインケース ファスナー 薄い キャッシュレス 軽量 スリム 使いやすい カード収納 定期入れ サブ財布 シンプル おしゃれ,"4,100円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8Irvr8KY6,1734228279033759216,product-images/1734228279033759216.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,巾着バッグ ショルダー ショルダーバッグ レディース 斜めがけ ナイロン 大人 軽量 大容量 ドロストバッグ 軽い 斜め掛け  リュック ブラック レディースバッグ バッグ ペットボトル 巾着 おしゃれ グレージュ グレー 多機能 旅行 通勤,"6,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY2Pwyg,1734228325439538672,product-images/1734228325439538672.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,リールストラップ リール付き キーホルダー ストラップ リール 伸びる 定期入れ 本革 シルバー ゴールド かわいい パスケース 鍵 カードケース 便利 レディース メンズ バッグ 着脱 落下防止 キーリール 金具 キーチェーン,"1,580円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKkwcpw,1734308212983891440,product-images/1734308212983891440.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,LASIEM キーホルダー キーリング レザー 革 本革 レディース メンズ おしゃれ おとな 大人 可愛い かわいい人気 ブランド 金具 車 スマートキー ナスカンフック カラビナ 車の鍵 カギ かぎ ストラップ 財布 ランキング 入社 入学 お祝い 送別 ギフト プレゼント,"1,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8IrvrPLhL,1734308439881647600,product-images/1734308439881647600.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,スマホ ショルダー ストラップ スマホストラップショルダー 斜めがけ 首かけ 本革 革 レザー 皮 携帯ストラップ スマホショルダー 紐 ひも ベルト 落下防止 ネックストラップ 首掛け 肩掛け 斜め掛け おしゃれ ストラップホルダー レディース ブランド,"1,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY2h3Bn,1734308441423971824,product-images/1734308441423971824.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,メガネケース 本革 ストラップ付き めがねケース 眼鏡ケース 眼鏡 サングラス 老眼鏡 ストラップ メガネ入れ 眼鏡入れ メガネ めがね 大人 革 牛革 レザー トレンド おしゃれ オシャレ かわいい スリム 薄型 軽量 軽い 可愛い ソフト シンプル ケース 敬老の日,"2,200円-2,480円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKlDh9W,1734308577217381872,product-images/1734308577217381872.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,LASIEM スマホ ストラップ ショルダー 斜めがけ 首かけ レザー スマホショルダーストラップ 携帯 ストラップ 紐 ひも 携帯ショルダー ハンド 手首 落下防止 合皮 ネックストラップ 携帯ストラップ 首掛け 肩掛け おしゃれ ストラップホルダー,"1,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8IrvrgT40,1734316362727982576,product-images/1734316362727982576.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,スマートキーケース キーケース レディース ブランド スマートキー 二個収納 ケース 二つ クリア窓付き クリア 窓付き 本革 おしゃれ かわいい 可愛い 小さい コンパクト 大人 シングル ダブルファスナー カラビナ くすみカラー バイカラー 車 家の鍵 通勤,"1,980円-2,280円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY2y1xA,1734316408629986800,product-images/1734316408629986800.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,カードケース レディース 本革 牛革 革 ベルト付き じゃばら 磁気 カードたくさん スキミング 防止 二つ折り カード入れ かわいい おしゃれ コンパクト お札が折れない  送料無料 ベルト付きカードケース 小さい,"1,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKlUbXW,1734369152705398256,product-images/1734369152705398256.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,パスケース リール付き キーケース カードケース コインケース レディース スマートキーケース,"3,480円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8IrvrxNY6,1734440006780814832,product-images/1734440006780814832.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,LASIEM 長財布 レディース 日本製 姫路レザー 薄い長財布　姫路,"13,800円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY3FBXF,1734507716530832880,product-images/1734507716530832880.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,LASIEM 名刺入れ レディース 本革 バイカラー,"2,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKlllxX,1734518328061429232,product-images/1734518328061429232.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,LASIEM 名刺入れ レディース 本革 レザー 大容量 軽量 仕切り,"3,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8IrvsESDM,1734519987497305584,product-images/1734519987497305584.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,LASIEM 名刺入れ メンズ 本革 レザー 軽量 大容量 仕切り,"3,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY3WE5B,1734520502949086704,product-images/1734520502949086704.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,LASIEM パスケース リール付き 定期入れ カードケース レディース カードが落ちない 本革 レザー リール 大人かわいい,"2,680円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKm2qDn,1734531414074426864,product-images/1734531414074426864.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,本革ボストンバッグ トートバッグ レディース A4 本革 通勤バッグ ハンドバッグ 黒 卒園式 入学式,"15,800円-18,800円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8IrvsVPLz,1734700735172609520,product-images/1734700735172609520.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,くったりトートバッグ レディース 軽量 軽い ショルダーバッグ,"6,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY3n5th,1734848515532162544,product-images/1734848515532162544.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,【数量限定】かごバッグトートバッグレディースA4通勤バッグ軽い軽量メタリックコード編み編み込みキラキラ肩掛け春夏浴衣大人おしゃれかわいいシンプルカジュアル軽い軽量メタリックカラートートバッグシルバーゴールドブラック,"8,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKmJhLv,1734948704240829936,product-images/1734948704240829936.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,財布 レディース 日本製 姫路レザー ミニ財布 本革 カードケース カード入れ 大容量 L字ファスナー ミニウォレット コンパクト コインケース 二つ折り じゃばら 小銭入れ お札が折れない カードたくさん 高級感 上品 収納,"10,800円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8Irvsme35,1735002855805650416,product-images/1735002855805650416.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,メガネケース めがねケース 眼鏡ケース ストラップ付き レディース 女性 敬老の日 サングラス 革 大人 おしゃれ ツートーン かわいい スリム レザー ストラップ 薄い バイカラー メガネ入れ 眼鏡入れ 収納 牛革 プレゼント ギフト メガネ 老眼鏡 めがね,"2,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY44Bzl,1735002916551493104,product-images/1735002916551493104.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,リュック レディース 軽量 大容量 通勤 ビジネスリュック パソコンリュック パソコンバッグ バッグ 通学 撥水 A4対応 PC収納 多機能 おしゃれ シンプル カジュアル かわいい 本革 革 マザーズ,"8,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKmarp0,1735003239454377456,product-images/1735003239454377456.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,美容・コスメ,kw>shop,かっさ ブラシ ヘアケア カッサブラシ 頭皮マッサージ  クッションブラシ スカルプブラシ パドルブラシ 頭皮ケア かっさ 頭皮 カッサ 木製 くし ウッド ヘアブラシ プレゼント ギフト 台湾 かっさブラシ 柔らかい 枝毛 抜け毛 切れ毛 やわらかい,"2,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8Irvt3cJQ,1735009290508338672,product-images/1735009290508338672.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,生活・雑貨,kw>shop,＼3分寝るだけ／首枕 首まくら ネックストレッチャー ネックピロー ストレートネック 枕 肩こり 首こり 矯正  ネックマッサージャー ネックリラックスピロー リラックス マッサージ まくら ストレッチ枕 首ストレッチ スマホ首 セルフ整体 首 ストレッチ 首こり こり,"3,280円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY4LEpb,1735106255191639536,product-images/1735106255191639536.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,＼きれいめ 本革／ベルト レディース レザー 牛革 スクエアレザーベルト レディース ユニセックス ピンレス ゴールド スクエア ファッション カジュアル きれいめ シンプル おしゃれ オシャレ ギフト 軽い 細い 穴無し,"2,480円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKms0NS,1735106380848596464,product-images/1735106380848596464.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,本革キーケース レディースキーケース 大人かわいい くすみカラー,"3,280円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8IrvtKm11,1735139013308286448,product-images/1735139013308286448.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,スマホポシェット スマホポーチ スマホショルダー 本革 サコッシュ 縦型 レディース,"3,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY4cQQb,1735139200442467824,product-images/1735139200442467824.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,セキュリティポーチ 女性 レディース パスポートケース ランニング ポーチ セキュリティバッグ ポーチ スキミング 防止 旅行 海外旅行 防犯 財布 貴重品 マネーベルト トラベル 盗難防止 薄い 隠せる 薄型 ウエストポーチ 撥水 ジム アウトドア 軽量,"2,580円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKn9195,1735155550231037424,product-images/1735155550231037424.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,ボディバッグ ショルダーバッグ レディース メンズ 男女兼用 斜めがけ 斜め掛け 肩掛け 小さい 小さめ コンパクト 軽量 撥水 ナイロン パラコード シンプル 大人 かっこいい おしゃれ アウトドア 海外旅行 旅行 防犯 ユニセックス,"4,180円-4,500円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8Irvtbq0V,1735226460825880048,product-images/1735226460825880048.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,トートバッグ 通勤バッグ レディース A4 本革 大きめ 通勤 仕事 ビジネスバッグ 大容量 底鋲 大人 黒 肩掛け 自立 オフィス かわいい おしゃれ シンプル ペットボトルが入る 牛革 トレンド 仕事バッグ,"18,800円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8GpY4tLHx,1735463676076328432,product-images/1735463676076328432.jpeg,2026-05-13,2027-04-30,
LASIEM × EnterCommerce,7639298701227935506,LASIEM｜ラシエム,ファッション・アパレル,shop,財布 二つ折り メンズ 本革 レザー 薄型 薄い 小さい コンパクト ミニ財布 スキミング防止 レディース 大容量 収納 カード 牛革 男性 プレゼント 小銭入れ ボックス 型 2つ折り メンズ財布 人気 革 折りたたみ,"4,980円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKnPwGo,1735539934291920368,product-images/1735539934291920368.jpeg,2026-05-13,2027-04-30,
LIVE用特別料率キャンペーン,7604793940868908807,SILK THE RICH,美容・コスメ,id,【公式】SILK THE RICHモイスト＆リペアシリーズ【シルクザリッチ白】,"2,200円-12,440円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL9IqMU325H,1731947157814347157,product-images/1731947157814347157.jpeg,2026-02-09,2027-05-31,
LIVE用特別料率キャンペーン,7604793940868908807,SILK THE RICH,美容・コスメ,id,【公式】SILK THE RICHスカルプ＆リペアシリーズ【 シルクザリッチ 黒 】,"2,370円-9,145円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL99YBjPsOw,1732877640747943317,product-images/1732877640747943317.jpeg,2026-02-09,2027-05-31,
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop UVカット率99.7% UPF50+ ハイネックラッシュガード UV パーカー 接触冷感 濡らして更にひんやり 伸縮性 速乾性 水着素材 トップス 薄い／rashguard070,"4,378円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKXT1PN,1731811215796700392,product-images/1731811215796700392.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop ペプラム フリルラッシュガード UPF50+ UVカット率99.7% 接触冷感  UV パーカー 伸縮性 紫外線対策 軽量／rashguard073,"3,828円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8EscWG6n8,1731820913567433960,product-images/1731820913567433960.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便】TeddyShop UVカット率 99%以上 タンキニ 水着 レディース 体型カバー 長袖シャツ ラッシュガード ハーフパンツ 4点セット ビキニ セパレート 洋服みたいな水着 UPF50+ 無地 水陸両用 ブラトップ／hys2861,"5,736円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8ESUdcVBu,1731838334445913320,product-images/1731838334445913320.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便】TeddyShop UVカット率 99%以上 タンキニ 水着 レディース 体型カバー 長袖シャツ ラッシュガード ハーフパンツ 4点セット ビキニ セパレート 洋服みたいな水着 UPF50+ 無地 水陸両用 ブラトップ／hys2861,"5,736円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKXkIyX,1731838531338994920,product-images/1731838531338994920.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便】TeddyShop UVカット率 99%以上 タンキニ 水着 レディース 体型カバー 長袖シャツ ラッシュガード ハーフパンツ 4点セット ビキニ セパレート 洋服みたいな水着 UPF50+ 無地 水陸両用 ブラトップ／hys2861,"5,736円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8EscWXCiY,1731838609025369320,product-images/1731838609025369320.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便】TeddyShop UVカット率 99%以上 タンキニ 水着 レディース 体型カバー 長袖シャツ ラッシュガード ハーフパンツ 4点セット ビキニ セパレート 洋服みたいな水着 UPF50+ 無地 水陸両用 ブラトップ／hys2861,"5,736円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8ESUdtUp9,1731838733394216168,product-images/1731838733394216168.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便】TeddyShop UVカット率 99%以上 タンキニ 水着 レディース 体型カバー 長袖シャツ ラッシュガード ハーフパンツ 4点セット ビキニ セパレート 洋服みたいな水着 UPF50+ 無地 水陸両用 ブラトップ／hys2861,"5,736円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKYIKXy,1731838788515300584,product-images/1731838788515300584.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop UVカット率 99%以上 UVパーカー ラッシュガード レディース 水着体型カバー ロング 薄手 伸縮性 UPF50+ 日焼け防止 フード付き フルオープンジップ ティアードフリル 薄い／rashguard060,"3,498円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8EscX5CQl,1731844731564950760,product-images/1731844731564950760.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便】TeddyShop UVカット率 99%以上 体型カバー 水着 レディース 長袖ラッシュガードセット 5点上下セット UPF50+ フィットネス水着 セパレート かわいい 大きいサイズタンキニ ショートパンツ レギンス付き 水陸両用 ブラトップ／hys2128,"5,376円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8ESUeAUid,1731845482106422504,product-images/1731845482106422504.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便】TeddyShop UVカット率 99%以上 体型カバー 水着 レディース 長袖ラッシュガードセット 5点上下セット UPF50+ フィットネス水着 セパレート かわいい 大きいサイズタンキニ ショートパンツ レギンス付き 水陸両用 ブラトップ／hys2128,"5,376円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKYZQmo,1731845674272326888,product-images/1731845674272326888.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便】TeddyShop UVカット率 99%以上 体型カバー 水着 レディース 長袖ラッシュガードセット 5点上下セット UPF50+ フィットネス水着 セパレート かわいい 大きいサイズタンキニ ショートパンツ レギンス付き 水陸両用 ブラトップ／hys2128,"5,376円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8EscXM9Hc,1731845703471629544,product-images/1731845703471629544.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便】TeddyShop UVカット率 99%以上 体型カバー 水着 レディース 長袖ラッシュガードセット 5点上下セット UPF50+ フィットネス水着 セパレート かわいい 大きいサイズタンキニ ショートパンツ レギンス付き 水陸両用 ブラトップ／hys2128,"5,376円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8ESUeRaMg,1731845817921471720,product-images/1731845817921471720.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便】TeddyShop UVカット率 99%以上 体型カバー 水着 レディース 長袖ラッシュガードセット 5点上下セット UPF50+ フィットネス水着 セパレート かわいい 大きいサイズタンキニ ショートパンツ レギンス付き 水陸両用 ブラトップ／hys2128,"5,376円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKYqMa7,1731845824231802088,product-images/1731845824231802088.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop UVカット率 99%以上 360度 日除け キャップ サンバイザー レディース UPF50+ UVカット 日焼け防止 紫外線対策 グッズ／hat209,"1,848円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8EscXdP1k,1735390196116522216,product-images/1735390196116522216.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop UVカット率 99%以上 360度日除けハット レディース メンズ ユニセックス キャップ ハット ネックガード フェイスガード 3way UPF50+／hat208,"1,298円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8ESUeiYLA,1735530263442851048,product-images/1735530263442851048.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop キャップ 帽子 メンズ レディース ユニセックス 無地 シンプル 春 夏 秋 冬 野球帽 ウォッシュ ブラック／hat195,"1,078円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKZ7ZU1,1735530753866695912,product-images/1735530753866695912.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop UVカット率 100% UVカット 手袋 レディース ショート 指あり グローブ 接触冷感 UPF50+ UV対策 紫外線対策 日焼け防止／glove181,"1,078円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8EscXuR7L,1735530903118251240,product-images/1735530903118251240.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop UVカット率 99%以上 アームカバー ロング 手袋 レディース グローブ 5本指 指あり UPF50+ 紫外線対策／glove188,"1,298円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8ESUezhf5,1735531084454986984,product-images/1735531084454986984.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop アームカバー レディース 春夏 長袖 腕カバー インナー ボレロ 肩まで 黒 白 ロング UVカット UV対策 手の甲／glove140,"1,078円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKZORhK,1735531195406845160,product-images/1735531195406845160.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop マリンシューズ 水陸両用 メンズ レディース 岩場 大人 アクアシューズ フィットネスシューズ 靴 保護 中敷き 軽量 快適 メッシュ／shoes032,"1,738円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8EscYBNjd,1735541102637516008,product-images/1735541102637516008.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop マリンシューズ メンズ レディース 水陸両用 海 岩場 アクアシューズ 靴 夏 大きいサイズ フィットネス シュノーケリング ダイビング／shoes166,"1,738円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8EscYSQLe,1735541754055525608,product-images/1735541754055525608.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【宅配便便】TeddyShop ビーチサンダル レディース 厚底 花柄 軽い トングサンダル 歩きやすい ヒール 海 痛くない レジャー用／sandal042,"1,848円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8ESUfGpSF,1735542037396948200,product-images/1735542037396948200.jpeg,2026-05-14,2027-04-30,⚪︎
Teddyshop様 × EnterCommerce,7639649635410740999,TeddyShop-,ファッション・アパレル,id,【メール便】TeddyShop UVカット率 99%以上 ラッシュガード UV パーカー 水着素材 洋服見え 遮熱 S M L LL UPF50+ ストレッチ 水陸両用 紫外線対策 体型カバー／rashguard077,"2,948円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8KuKZfcfn,1735542326669444328,product-images/1735542326669444328.jpeg,2026-05-14,2027-04-30,⚪︎
UGREEN様 × EnterCommerce,7637461299044321042,UGREEN Japan 公式,生活・雑貨,shopmajor,UGREEN Air モバイルバッテリー マグネット式ワイヤレス充電 8.6mm超薄型 Qi2認証 15W急速充電 MagSafe対応 5000mAh 軽量 小型 携帯便利 USB-C PD 20W パススルー充電対応 iPhone 17 / 16 / 15 / 14 / 13 / 12シリーズ / Air対応 PB580 ダークグレー,"4,879円-4,880円",12.0,https://affiliate.tiktok.com/api/v1/share/ALL8RslIZ87I,1735533146664502857,product-images/1735533146664502857.jpeg,2026-05-08,2027-03-31,
