campaign,campaign_id,shop,category,cat_src,name,price,rate,aff,product_id,image,start,end,live
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,1～2足組 かかとあき レッグウォーマー トレンカ 日本製 足首ウォーマー 秋冬 冬用 レディース メンズ おしゃれ かわいい 締め付けない 妊婦 寝る時 睡眠 足 冷え ピラティス ヨガ,"1,368円-1,809円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm6OSf0,1733554805802239902,product-images/1733554805802239902.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,【選べる2双セット】やみつき アームウォーマー レディース シルク 春夏 夏用 ハンドウォーマー アームカバー 手首 ハンドケア 手袋 手荒れ 保湿 保温 指なし おやすみ 薄手 暖かい 日本製 手首ウォーマー,"1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8jbQHbo2N,1733558137038931870,product-images/1733558137038931870.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,遠赤外線起毛 アームウォーマー アームカバー ハンドウォーマー 冬 足首ウォーマー レッグウォーマー おしゃれ かわいい 日本製 冷えとり 睡眠 温活 手首 オフィス テレワーク 冬 あったか 暖かい 温かい 冷え対策 レディース 手首ウォーマー,"1,800円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8hguluByv,1733587170277689246,product-images/1733587170277689246.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,2双組 遠赤外線 アームウォーマー (指穴タイプ) アームカバー ハンドウォーマー 冬 足首ウォーマー レッグウォーマー おしゃれ かわいい 日本製 睡眠 温活 手首 オフィス テレワーク 冬 あったか 暖かい 温かい 手首ウォーマ,"1,640円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm6fUpf,1733739839142987678,product-images/1733739839142987678.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,もっちりシルクロング腹巻き 日本製 はらまきレディース メンズ 妊婦 マタニティ ルームウェア 締め付けない ネックウォーマー リラックス 暖かい あったか 温活 生理 敏感肌 肌に優しい 妊活 妊娠 中 薄手 薄い おしゃれ かわいい 綿 絹 コットン,"1,593円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8jbQHspqt,1734018019580086174,product-images/1734018019580086174.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,メンズ用 かかと付き レッグウォーマー,"1,400円-2,610円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8hgumB6fD,1734417164173674398,product-images/1734417164173674398.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【1～2枚セット】 日本製 もっちり シルク ネックウォーマー レディース メンズ 薄手 薄い 睡眠 おしゃれ かわいい 暖かい おやすみ 就寝 寝るとき 喉 首 フィット ルームウェア 敏感 肌 綿 肌 女の子 キッズ 男の子 コットン 秋冬 冬用 オールシーズン,"1,368円-1,962円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm6wWYn,1734417297366681502,product-images/1734417297366681502.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【1～2枚セット】 日本製 もっちり オーガニックコットン ネックウォーマー レディース メンズ 薄手 薄い 睡眠 おしゃれ かわいい 暖かい おやすみ 就寝 寝るとき 喉 首 フィット ルームウェア 敏感 肌 綿 肌 女の子 キッズ 男の子 コットン 秋冬 冬用 オールシーズン,"1,260円-1,701円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8mZfWN7mc,1734417497743198110,product-images/1734417497743198110.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,オーガニックコットン ストール 大判 薄手 春先 綿100 UVカット レディース 手洗い 春夏 涼しい おしゃれ 草木染め オールシーズン 手洗い 母の日 ギフト やわらか 紫外線 無地 冷房対策 日本製 コットン ガーゼ 日焼け防止,"2,133円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8hgumS73t,1734669196443486110,product-images/1734669196443486110.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,骨盤喜ぶ幸せパンツ ガードル 骨盤  骨盤ベルト ヒップアップ ソフトガードル 産後ガードル 産後リフォームインナー ショーツ 産褥ショーツ お腹引き締め 補正下着 ぽっこりお腹 苦しくない,"2,790円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm7DRnb,1734833164151457694,product-images/1734833164151457694.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,【1～2枚セット】SOWAN もっちりシルク腹巻き 日本製 はらまきレディース メンズ 妊婦 マタニティ ルームウェア 締め付けない ネックウォーマー 春夏用 リラックス 暖かい あったか 生理 敏感肌 肌に優しい 妊活 妊娠 中 薄手 薄い おしゃれ かわいい 綿 絹 コットン,"1,368円-1,962円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8mZfWeAFU,1734835897588156318,product-images/1734835897588156318.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【日本製】モクティ ベビー キッズ パジャマ 半袖 薄手 春夏 80 90 100 110 120 130 綿 男の子 女の子 おしゃれ かわいい 可愛い 部屋着 子供 子ども こども コットン 保育園 1歳 2歳 3歳 4歳,"2,565円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8hgumjGjH,1732030361985320862,product-images/1732030361985320862.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,柔らかいから動きやすい しっとり天竺パンツ 涼しい 綿100 夏用 保育園 幼稚園 入園 ズボン 子供服 男の子 女の子 キッズ 赤ちゃん 日本製 履きやすい ストレッチパンツ ゆったり ベビー服 通園 レギンス,"1,593円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm7UUvE,1732030914440300446,product-images/1732030914440300446.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【SNSで大バズり】 フリルカラー スタイ エイトロック 女の子 男の子 日本製 コットン つけ襟 360度 360°フリル 赤ちゃん よだれかけ よだれカバー ブランド おしゃれ かわいい お宮参り ベビー 新生児 出産準備 出産祝い ビブ ギフト くるくる よだれが多い 子 リブ ベビー服,"1,305円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8mZfWv6eU,1734425016188372894,product-images/1734425016188372894.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【日本製】tubutubu おくるみ ブランケット 赤ちゃん 新生児 ベビー 退院 冬用 涼しい コットン かわいい おしゃれ ガーゼケット 秋冬 生まれ お宮参り 男の子 女の子 大判 伸縮性 出産祝い 正方形 ニューボーン フォト 寝かしつけ ギフト ひざ掛け 保育園 薄手 韓国風,"2,295円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8hgun0KIi,1734425119440275358,product-images/1734425119440275358.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【日本製】サスペンダー レギンス マシュマロ ベビー服 子供服 女の子 男の子 サロペット パンツ 赤ちゃん 可愛い 秋冬 冬用 新生児 幼児 保育園,"1,917円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm7lh2d,1734439176998389662,product-images/1734439176998389662.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【帽子付き】日本製 秋冬 冬用 tubutubuネップ スワドル 綿100％ すわどる すわドル ベビー 赤ちゃん あかちゃん オールシーズン 韓国風 スリーパー 0～3ヶ月 新生児 出産準備 出産祝い 寝かしつけ モロー反射 ガーゼおくるみ 通院 ギフト プレゼント 男の子 女の子,"3,006円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8mZfXC8Wr,1734444001980942238,product-images/1734444001980942238.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【3足セット】tubutubuネップ リブ編み ベビー レッグウォーマー ゆったり 赤ちゃん キッズ こども 子供 日本製 春夏 冬用 子ども 暖かい 綿 温活 薄手 おしゃれ 新生児 男の子 女の子 かわいい 締め付けない 就寝 睡眠 日本製 ベビー服,"1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm82edX,1734495097416353694,product-images/1734495097416353694.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,tapupu ロンTEE パンツ セットアップ ベビー キッズ 保育園着 パジャマ ルームウェア,"1,962円-2,619円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8k4bp2joW,1734568519734364062,product-images/1734568519734364062.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,ファミリア シルク レッグウォーマー 春夏 夏用 シルク100％ ロング レディース メンズ アームカバー 睡眠 薄手 締め付けない 日本製 ゆったり 妊婦 ふくらはぎ 温める おしゃれ かわいい 足 寝る用 むくみ,"1,640円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8mZfXTLG6,1731653773705775006,product-images/1731653773705775006.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,1~2双セット 指ありタイプ オーガニックコットン 綿100% アームカバー くすみカラー 夏用 メンズ レディース 日本製 ゆったり ロング 日焼け対策 uvカット 涼しい 日焼け運転 日焼け防止 おしゃれ 手の甲 手甲 二の腕 冷え対策 コットン100 リネン 指穴 なし 落ちない,"1,260円-1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm8Jrtn,1732156434669471646,product-images/1732156434669471646.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【日本製】 ガーゼ スリーパー 春夏 寝るとき キルト コットン 二重 0歳 1歳 2歳 3歳 薄手 綿 ベビー キッズ 赤ちゃん 新生児 おしゃれ 韓国風 子供 子ども 出産祝い 男の子 女の子 前開き 60 70 80 90 100 パジャマ ギフト ベビー服 子供服,"2,349円-2,565円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8k4bpJkV7,1731653742592165790,product-images/1731653742592165790.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,夏でも履ける 薄手の デニム ベビー キッズ レギンス 綿 70 80 90 100 110 120 日本製 ベビー服 子供服 春夏 夏用 ストレッチパンツ レギパン スパッツ シンプル 韓国風 長ズボン キッズ 赤ちゃん 保育園着 幼稚園 入園 通園服 女の子 男の子 ゆったり おすすめ 履きやすい,"1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8mZfXkM5J,1731936357861525406,product-images/1731936357861525406.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【SNSで大バズり】スタイ 女の子 男の子  日本製 tubutubutu リブ つけ襟 360度 360°フリル 赤ちゃん よだれかけ よだれカバー ブランド おしゃれ かわいい お宮参り ベビー 新生児 出産準備 出産祝い ビブ ギフト セット くるくる よだれが多い 子 リブ ベビー服,"1,305円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm8amFY,1732840986998704030,product-images/1732840986998704030.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,1～2枚セット アラン柄 スタイ 女の子 男の子 日本製 コットン つけ襟 360度 360°フリル 赤ちゃん よだれかけ よだれカバー ブランド おしゃれ かわいい お宮参りベビー服 新生児 出産準備 出産祝い ビブ ギフト セット くるくる よだれが多い 子 リブ 綿,"1,260円-1,809円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8k4bpb1hP,1734439099826276254,product-images/1734439099826276254.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,真夏に着けるもっちり極薄腹巻 【1～2枚セット】SOWAN 日本製 はらまき 腹巻き レディース 綿 夏用 メンズ 妊婦 マタニティ ルームウェア 締め付けない ネックウォーマー 暖かい あったか 生理 敏感肌 肌に優しい 妊活 妊娠 薄手 薄い おしゃれ かわいい コットン ピマ綿,"1,260円-1,701円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8mZfY1KlA,1731912327354419102,product-images/1731912327354419102.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,真夏に着けるもっちり極薄おやすみマスク 【1〜2枚セット】SOWAN 日本製 綿 コットン ピマ綿 ネックウォーマー 薄手 お休みマスク 保湿 乾燥 睡眠 冷え対策 就寝用マスク 寝るとき ネックカバー フェイスカバー フェイスマスク おしゃれ 就寝 レディース かわいい,"1,476円-2,565円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm8rrMA,1731966967659005854,product-images/1731966967659005854.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,汗かき困ったさん用 内側シルク100% もっちり汗取りインナー 日本製 レディース 綿 汗じみ防止 背中 脇汗 止め 消臭 ショート丈 大量 脱げる 臭わない 目立たない 汗取りパッド 抜き取り ブラの下,"2,007円-3,438円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8k4bps211,1732018260501759902,product-images/1732018260501759902.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,cool cycle クールサイクル アームカバー 冷感 uvカット率99.9％  レディース 可愛い おしゃれ メンズ ひんやり 紫外線対策 夏用 指あり 腕カバー 涼しい 日焼け運転 日焼け防止 日本製 遮光  日除け アウトドア 遮光 グッズ ロング スポーツ 日焼け対策,"1,701円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8mZfYIH7J,1732097644430591902,product-images/1732097644430591902.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,kaihou(カイホウ) オーガニックコットン メロー ショーツ ナイトショーツ リラックスショーツ フェムテック ふんどしパンツ 女性用 レディース ふんどしショーツ 鼠径部 締め付けない 綿100％ コットン 女性 下着 かわいい 深履き 日本製 無地 マタニティ,"1,962円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8lZm98pI4,1732867296619104158,product-images/1732867296619104158.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,SOWAN もっちりオーガニックコットン腹巻き 日本製 はらまき レディース メンズ 妊婦 マタニティ 締め付けない ネックウォーマー リラックス 暖かい あったか 温活 生理 敏感肌 肌に優しい 妊活 妊娠 中 薄手 薄い おしゃれ かわいい 綿 コットン 秋冬 冬用,"1,400円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8k4bq9186,1732791277269583774,product-images/1732791277269583774.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,もっちり オーガニックコットン おやすみマスク/ ネックウォーマー 薄手 日本製 お休みマスク 綿 保湿 乾燥 睡眠 冷え対策 就寝用マスク 寝るとき ネックカバー フェイスカバー ネックガード フェイスガード フェイスマスク おしゃれ 就寝 レディース 秋冬 女の子 かわいい,"1,640円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8mZfYZU5m,1732945603296790430,product-images/1732945603296790430.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,日本製 着圧ソックス 弾性ストッキング レディース メンズ ブラック ベージュ 飛行機 高齢者 つま先なし 足のむくみ オープントゥ 機内  シニア 立ち仕事 妊婦 秋冬 妊娠中 マタニティ 寝る時 膝下 ふくらはぎ,"1,809円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9IrbXJpmi,1733986439493224350,product-images/1733986439493224350.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,2足セット cure-sock (キュアソック) かかとケア 靴下 かかとケアソックス 保湿 日本製 秋冬 冬用 オールシーズン 睡眠 寝るとき こむら返り 日本製 冷えない 角質 ガサガサ 保湿 送料無料 ツルツル ひび割れ かかとつるつる おやすみ かわいい,"1,980円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9ItvTK0Va,1734077991300138910,product-images/1734077991300138910.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,【2枚セット】オーガニックコットン 綿100% アームカバー くすみカラー 夏用 メンズ レディース 日本製 ゆったり ロング 日焼け対策 uvカット 涼しい 日焼け運転 日焼け防止 おしゃれ 手の甲 手甲 二の腕 冷え対策 コットン100 リネン 指穴 なし 落ちない フリル,"1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9IrbXauHc,1731633139447203742,product-images/1731633139447203742.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【SNSで大バズり】3足セット オーガニックコットン ベビーレッグウォーマー,"1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9ItvTayu5,1731653623193438110,product-images/1731653623193438110.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,【日本製】2枚セット　つけ襟 スタイ 360度 360°フリル 赤ちゃん 男の子 女の子 パイルコットン よだれかけ よだれカバー ブランド 吸水力 サイズ調整 おしゃれ かわいい タオル地 お宮参り ベビー 新生児 出産準備 出産祝い ビブ ギフト セット くるくる よだれが多い 子,"1,476円-2,376円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9IrbXrsVL,1731653733580769182,product-images/1731653733580769182.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,【日本製】Sara-cure (サラキュア) かかとケア レッグウォーマー 靴下 かかとケアソックス 保湿 春夏 夏用 睡眠 寝るとき こむら返り 日本製 冷えない レーヨンシルク 角質 ガサガサ 保湿 送料無料 ツルツル ひび割れ かかとつるつる おやすみ かわいい,"1,710円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9ItvTsAal,1732549074701617054,product-images/1732549074701617054.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,numa-men コットン レギンス 70 80 90 100 110 120 日本製 秋冬 冬用 長ズボン 保育園着 幼稚園 入園 通園 ズボン 子供服 女の子 男の子 キッズ 赤ちゃん 韓国風 履きやすい ゆったり おすすめ ストレッチパンツ レギパン スパッツ シンプル ベビー服 かわいい,"1,593円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9IrbY93Tm,1733288919239657374,product-images/1733288919239657374.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,キルティング コットン パジャマ 綿100 長袖 キッズ 子供 子ども こども ベビー 赤ちゃん 秋冬 冬用 女の子 男の子 ガールズ ボーイズ ルームウェア 上下 きっず かわいい おしゃれ 腹巻き 付き おまけ 無地 やわらか 80 90 100 110 韓国風 贈り物 キルト 幼児 日本製,"2,349円-2,565円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9ItvU95Qb,1733418131405047710,product-images/1733418131405047710.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,キッズ・ベビー,id,肌着屋さんが作った スリーパー 秋冬 冬用 寝るとき 新生児 ベビー キッズ 赤ちゃん あったかい 男の子 女の子 子供 子ども 新生児 出産祝い 日本製 前開き 70 80 90 100 着る毛布 ベスト パジャマ ギフト,"3,438円-3,762円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9IrbYPzys,1733420311516514206,product-images/1733420311516514206.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,【TikTokで大バズり】日本製 ピマコットン ガーゼレギンス 綿100% レディース タイツ 10分丈 オールシーズン 秋冬 冬用 ストレッチパンツ マタニティ レギパン スパッツ シンプル ズボン 服 ゆったり おすすめ 履きやすい 可愛い 締め付け ない 履き やすい 敏感肌,"2,349円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9ItvUyOwD,1733879367996573598,product-images/1733879367996573598.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,【日本製】絹のぬくもり 腹巻 腹巻き 肌側 シルク100% 外側 綿100% レディース 薄手 薄い 妊婦 冷え防止 秋冬 妊活 寝る時 あったか マタニティ コットン,"1,809円-3,114円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9IrbYh8ke,1734106841720391582,product-images/1734106841720391582.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,【日本製】絹のぬくもり 腹巻パンツ 腹巻きパンツ 肌側 シルク100% 外側 綿100% レディース 薄手 薄い 妊婦 冷え防止 秋冬 妊活 寝る時 あったか マタニティ コットン,"2,133円-3,789円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9ItvVFFbL,1734176947084429214,product-images/1734176947084429214.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,【日本製】絹のぬくもり 5分丈腹巻パンツ 腹巻きパンツ 肌側 シルク100% 外側 綿100% レディース 薄手 薄い 妊婦 冷え防止 秋冬 妊活 寝る時 あったか マタニティ コットン,"2,349円-4,329円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9IrbYyBDW,1734279514936739742,product-images/1734279514936739742.jpeg,2026-02-09,2027-05-31,⚪︎
LIVE用特別料率キャンペーン,7604793940868908807,SOWAN（ソワン）,ファッション・アパレル,id,【日本製】絹のぬくもり おやすみマスク 肌側 シルク100% 外側 綿100% ネックウォーマー レディース 薄手 薄い 冷え防止 就寝用 秋冬 妊活 寝る時 睡眠 コットン,"1,917円-3,438円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL9ItvVWO46,1734280037443143582,product-images/1734280037443143582.jpeg,2026-02-09,2027-05-31,⚪︎
SOWAN x Entercommerce,7626657769202960146,SOWAN（ソワン）,ファッション・アパレル,kw,シルクアームカバー UV 肌色 おしゃれ 素肌 手の甲 手首 長め 夏用 日本製 日焼け 日除け ロング ゆったり,"1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8a1pAqOvY,1736464419847636894,product-images/1736464419847636894.jpeg,2026-04-09,2027-04-01,
SOWAN x Entercommerce,7626657769202960146,SOWAN（ソワン）,ファッション・アパレル,kw,真夏につけるファミリア シルク シルク100％ 足首ウォーマー 3足組 レッグウォーマー ショート 春夏 夏用 絹100％ レディース メンズ アームカバー 睡眠 薄手 締め付けない 日本製 ゆったり 妊婦 ふくらはぎ 温める おしゃれ かわいい 足 寝る用 むくみ,"1,647円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8a1bKtfhH,1736502583363667870,product-images/1736502583363667870.jpeg,2026-04-09,2027-04-01,
SOWAN x Entercommerce,7626657769202960146,SOWAN（ソワン）,ファッション・アパレル,kw,【3足セット】リンクス tubutubuネップ ベビー レッグウォーマー ゆったり 赤ちゃん キッズ こども 子供 日本製 春夏 夏用 子ども 暖かい 綿 温活 薄手 おしゃれ 新生児 男の子 女の子 かわいい 締め付けない 就寝 睡眠 ベビー服,"1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8a1pB7NYB,1736517780616611742,product-images/1736517780616611742.jpeg,2026-04-09,2027-04-01,
SOWAN x Entercommerce,7626657769202960146,SOWAN（ソワン）,ファッション・アパレル,kw,ギンガムチェック 帽子 ベビー 夏 チューリップハット ベビー服 紫外線対策 日本製 赤ちゃん リバーシブル UVカット 男の子 女の子,"1,746円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8a1bLAokn,1736521916237252510,product-images/1736521916237252510.jpeg,2026-04-09,2027-04-01,
SOWAN x Entercommerce,7626657769202960146,SOWAN（ソワン）,ファッション・アパレル,kw,Oodo(オードー)太リブコットンベビーレギンス くすみカラー 70 80 90 日本製 春 夏 春夏用 夏服ストレッチパンツ レギパン スパッツ 長ズボン 保育園 幼稚園 入園 シンプル ズボン 服 女の子 男の子 ゆったり おすすめ 履きやすい キッズ 赤ちゃん,"1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8a1pBwYZC,1735123674360481694,product-images/1735123674360481694.jpeg,2026-04-09,2027-04-01,
SOWAN x Entercommerce,7626657769202960146,SOWAN（ソワン）,ファッション・アパレル,kw,【選べる3足セット】オーガニックコットン リブ編み 薄手 ベビー レッグウォーマー 日本製 春夏 夏用 新生児 赤ちゃん キッズ 子供 子ども 暖かい 綿 温活 ふくらはぎ 温める おしゃれ 男の子 女の子 かわいい 締め付けない 就寝 睡眠 日本製 ベビー服,"1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8a1bLRgTv,1735321569577633694,product-images/1735321569577633694.jpeg,2026-04-09,2027-04-01,
SOWAN x Entercommerce,7626657769202960146,SOWAN（ソワン）,ファッション・アパレル,kw,【3足セット】リネンコットン ベビー レッグウォーマー 日本製 春夏 夏用 オールシーズン 新生児 男の子 女の子 日本製 かわいい 締め付けない 就寝 睡眠 赤ちゃん キッズ 子供 子ども 暖かい 麻 綿 温活 ふくらはぎ 温める おしゃれ メール便送料無料,"1,476円",15.0,https://affiliate.tiktok.com/api/v1/share/ALL8a1pCDTTZ,1735374775684335518,product-images/1735374775684335518.jpeg,2026-04-09,2027-04-01,
